,instrumentToken,instrumentName,name,lastPrice,expiry,strike,tickSize,lotSize,instrumentType,segment,exchange,isin,multiplier,exchangeToken,optionType
241,38358,BANKNIFTY,,5269.75,11NOV21,44200.0,0.05,25,OI,FO,NSE,,1,36222,PE
242,38359,BANKNIFTY,,4.5,11NOV21,44300.0,0.05,25,OI,FO,NSE,,1,36223,CE
243,38360,BANKNIFTY,,4043.1,11NOV21,44300.0,0.05,25,OI,FO,NSE,,1,36224,PE
244,12936,BANKNIFTY,,4.35,11NOV21,44400.0,0.05,25,OI,FO,NSE,,1,64362,CE
245,12960,BANKNIFTY,,5499.95,11NOV21,44400.0,0.05,25,OI,FO,NSE,,1,64363,PE
246,12961,BANKNIFTY,,4.05,11NOV21,44500.0,0.05,25,OI,FO,NSE,,1,64364,CE
247,12963,BANKNIFTY,,3447.55,11NOV21,44500.0,0.05,25,OI,FO,NSE,,1,64365,PE
248,12965,BANKNIFTY,,4.1,11NOV21,44600.0,0.05,25,OI,FO,NSE,,1,64366,CE
249,12966,BANKNIFTY,,3534.45,11NOV21,44600.0,0.05,25,OI,FO,NSE,,1,64367,PE
250,12967,BANKNIFTY,,4.25,11NOV21,44700.0,0.05,25,OI,FO,NSE,,1,64368,CE
251,12968,BANKNIFTY,,3622.0,11NOV21,44700.0,0.05,25,OI,FO,NSE,,1,64369,PE
252,14226,BANKNIFTY,,4.25,11NOV21,44800.0,0.05,25,OI,FO,NSE,,1,64370,CE
253,14257,BANKNIFTY,,3710.15,11NOV21,44800.0,0.05,25,OI,FO,NSE,,1,64371,PE
254,14329,BANKNIFTY,,4.1,11NOV21,44900.0,0.05,25,OI,FO,NSE,,1,64374,CE
255,14330,BANKNIFTY,,3798.95,11NOV21,44900.0,0.05,25,OI,FO,NSE,,1,64375,PE
256,15100,BANKNIFTY,,3.95,11NOV21,45000.0,0.05,25,OI,FO,NSE,,1,64376,CE
257,15105,BANKNIFTY,,4820.4,11NOV21,45000.0,0.05,25,OI,FO,NSE,,1,64377,PE
258,15211,BANKNIFTY,,3.85,11NOV21,45100.0,0.05,25,OI,FO,NSE,,1,64383,CE
259,15212,BANKNIFTY,,3978.25,11NOV21,45100.0,0.05,25,OI,FO,NSE,,1,64384,PE
260,15223,BANKNIFTY,,3.8,11NOV21,45200.0,0.05,25,OI,FO,NSE,,1,64385,CE
261,15225,BANKNIFTY,,4068.7,11NOV21,45200.0,0.05,25,OI,FO,NSE,,1,64424,PE
262,33379,NIFTY,,2036.45,11NOV21,15850.0,0.05,50,OI,FO,NSE,,1,49939,CE
263,33384,NIFTY,,0.55,11NOV21,15850.0,0.05,50,OI,FO,NSE,,1,49940,PE
264,33574,NIFTY,,2154.7,11NOV21,15900.0,0.05,50,OI,FO,NSE,,1,49941,CE
265,33575,NIFTY,,0.6,11NOV21,15900.0,0.05,50,OI,FO,NSE,,1,49943,PE
266,33580,NIFTY,,1661.05,11NOV21,15950.0,0.05,50,OI,FO,NSE,,1,49950,CE
267,33581,NIFTY,,0.65,11NOV21,15950.0,0.05,50,OI,FO,NSE,,1,49953,PE
268,33582,NIFTY,,2060.0,11NOV21,16000.0,0.05,50,OI,FO,NSE,,1,49957,CE
269,33583,NIFTY,,0.65,11NOV21,16000.0,0.05,50,OI,FO,NSE,,1,49958,PE
270,33586,NIFTY,,1580.5,11NOV21,16050.0,0.05,50,OI,FO,NSE,,1,49959,CE
271,33587,NIFTY,,0.7,11NOV21,16050.0,0.05,50,OI,FO,NSE,,1,49961,PE
272,33588,NIFTY,,1797.1,11NOV21,16100.0,0.05,50,OI,FO,NSE,,1,49963,CE
273,33589,NIFTY,,0.8,11NOV21,16100.0,0.05,50,OI,FO,NSE,,1,49967,PE
274,33590,NIFTY,,1880.85,11NOV21,16150.0,0.05,50,OI,FO,NSE,,1,49969,CE
275,33591,NIFTY,,0.9,11NOV21,16150.0,0.05,50,OI,FO,NSE,,1,49977,PE
276,33592,NIFTY,,1772.7,11NOV21,16200.0,0.05,50,OI,FO,NSE,,1,49978,CE
277,33593,NIFTY,,0.9,11NOV21,16200.0,0.05,50,OI,FO,NSE,,1,49979,PE
278,33594,NIFTY,,1424.9,11NOV21,16250.0,0.05,50,OI,FO,NSE,,1,49980,CE
279,33601,NIFTY,,1.05,11NOV21,16250.0,0.05,50,OI,FO,NSE,,1,49981,PE
280,33602,NIFTY,,1594.9,11NOV21,16300.0,0.05,50,OI,FO,NSE,,1,49982,CE
281,33603,NIFTY,,0.95,11NOV21,16300.0,0.05,50,OI,FO,NSE,,1,49983,PE
282,33609,NIFTY,,1584.9,11NOV21,16350.0,0.05,50,OI,FO,NSE,,1,49984,CE
283,33616,NIFTY,,1.0,11NOV21,16350.0,0.05,50,OI,FO,NSE,,1,49985,PE
284,33617,NIFTY,,1665.85,11NOV21,16400.0,0.05,50,OI,FO,NSE,,1,49986,CE
285,33626,NIFTY,,1.0,11NOV21,16400.0,0.05,50,OI,FO,NSE,,1,49987,PE
286,33639,NIFTY,,1375.2,11NOV21,16450.0,0.05,50,OI,FO,NSE,,1,49988,CE
287,33640,NIFTY,,1.1,11NOV21,16450.0,0.05,50,OI,FO,NSE,,1,49989,PE
288,33641,NIFTY,,1528.55,11NOV21,16500.0,0.05,50,OI,FO,NSE,,1,49990,CE
289,33644,NIFTY,,1.0,11NOV21,16500.0,0.05,50,OI,FO,NSE,,1,49991,PE
290,33645,NIFTY,,1300.0,11NOV21,16550.0,0.05,50,OI,FO,NSE,,1,49992,CE
291,33646,NIFTY,,1.05,11NOV21,16550.0,0.05,50,OI,FO,NSE,,1,49993,PE
292,33647,NIFTY,,1250.0,11NOV21,16600.0,0.05,50,OI,FO,NSE,,1,49994,CE
293,33650,NIFTY,,1.1,11NOV21,16600.0,0.05,50,OI,FO,NSE,,1,49995,PE
294,33651,NIFTY,,1200.0,11NOV21,16650.0,0.05,50,OI,FO,NSE,,1,49996,CE
295,33671,NIFTY,,0.95,11NOV21,16650.0,0.05,50,OI,FO,NSE,,1,49997,PE
296,33698,NIFTY,,1340.0,11NOV21,16700.0,0.05,50,OI,FO,NSE,,1,49998,CE
297,33699,NIFTY,,1.05,11NOV21,16700.0,0.05,50,OI,FO,NSE,,1,49999,PE
298,33727,NIFTY,,1145.35,11NOV21,16750.0,0.05,50,OI,FO,NSE,,1,50000,CE
299,33728,NIFTY,,1.1,11NOV21,16750.0,0.05,50,OI,FO,NSE,,1,50001,PE
300,33729,NIFTY,,1235.3,11NOV21,16800.0,0.05,50,OI,FO,NSE,,1,50002,CE
301,33732,NIFTY,,1.05,11NOV21,16800.0,0.05,50,OI,FO,NSE,,1,50003,PE
302,33733,NIFTY,,990.0,11NOV21,16850.0,0.05,50,OI,FO,NSE,,1,50004,CE
303,33734,NIFTY,,1.1,11NOV21,16850.0,0.05,50,OI,FO,NSE,,1,50005,PE
304,33741,NIFTY,,1197.65,11NOV21,16900.0,0.05,50,OI,FO,NSE,,1,50006,CE
305,33744,NIFTY,,1.1,11NOV21,16900.0,0.05,50,OI,FO,NSE,,1,50007,PE
306,33745,NIFTY,,900.0,11NOV21,16950.0,0.05,50,OI,FO,NSE,,1,50008,CE
307,33746,NIFTY,,1.3,11NOV21,16950.0,0.05,50,OI,FO,NSE,,1,50009,PE
308,33752,NIFTY,,1064.8,11NOV21,17000.0,0.05,50,OI,FO,NSE,,1,50010,CE
309,33758,NIFTY,,1.25,11NOV21,17000.0,0.05,50,OI,FO,NSE,,1,50011,PE
310,33759,NIFTY,,1011.55,11NOV21,17050.0,0.05,50,OI,FO,NSE,,1,50012,CE
311,33775,NIFTY,,1.25,11NOV21,17050.0,0.05,50,OI,FO,NSE,,1,50013,PE
312,33776,NIFTY,,975.0,11NOV21,17100.0,0.05,50,OI,FO,NSE,,1,50014,CE
313,33809,NIFTY,,1.5,11NOV21,17100.0,0.05,50,OI,FO,NSE,,1,50015,PE
314,33811,NIFTY,,852.5,11NOV21,17150.0,0.05,50,OI,FO,NSE,,1,50016,CE
315,33813,NIFTY,,1.7,11NOV21,17150.0,0.05,50,OI,FO,NSE,,1,50017,PE
316,33816,NIFTY,,823.9,11NOV21,17200.0,0.05,50,OI,FO,NSE,,1,50018,CE
317,33817,NIFTY,,1.8,11NOV21,17200.0,0.05,50,OI,FO,NSE,,1,50019,PE
318,33836,NIFTY,,803.85,11NOV21,17250.0,0.05,50,OI,FO,NSE,,1,50020,CE
319,33837,NIFTY,,2.05,11NOV21,17250.0,0.05,50,OI,FO,NSE,,1,50021,PE
320,33844,NIFTY,,740.0,11NOV21,17300.0,0.05,50,OI,FO,NSE,,1,50022,CE
321,33845,NIFTY,,2.25,11NOV21,17300.0,0.05,50,OI,FO,NSE,,1,50023,PE
322,33846,NIFTY,,704.4,11NOV21,17350.0,0.05,50,OI,FO,NSE,,1,50024,CE
323,33847,NIFTY,,2.4,11NOV21,17350.0,0.05,50,OI,FO,NSE,,1,50025,PE
324,33848,NIFTY,,667.95,11NOV21,17400.0,0.05,50,OI,FO,NSE,,1,50026,CE
325,33849,NIFTY,,2.85,11NOV21,17400.0,0.05,50,OI,FO,NSE,,1,50027,PE
326,33850,NIFTY,,614.25,11NOV21,17450.0,0.05,50,OI,FO,NSE,,1,50028,CE
327,33851,NIFTY,,3.25,11NOV21,17450.0,0.05,50,OI,FO,NSE,,1,50029,PE
328,33857,NIFTY,,560.8,11NOV21,17500.0,0.05,50,OI,FO,NSE,,1,50030,CE
329,33858,NIFTY,,3.75,11NOV21,17500.0,0.05,50,OI,FO,NSE,,1,50031,PE
330,33859,NIFTY,,525.7,11NOV21,17550.0,0.05,50,OI,FO,NSE,,1,50032,CE
331,33860,NIFTY,,4.35,11NOV21,17550.0,0.05,50,OI,FO,NSE,,1,50033,PE
332,33861,NIFTY,,465.1,11NOV21,17600.0,0.05,50,OI,FO,NSE,,1,50034,CE
333,33863,NIFTY,,5.25,11NOV21,17600.0,0.05,50,OI,FO,NSE,,1,50035,PE
334,33878,NIFTY,,412.65,11NOV21,17650.0,0.05,50,OI,FO,NSE,,1,50036,CE
335,33879,NIFTY,,6.6,11NOV21,17650.0,0.05,50,OI,FO,NSE,,1,50037,PE
336,33882,NIFTY,,368.75,11NOV21,17700.0,0.05,50,OI,FO,NSE,,1,50038,CE
337,33883,NIFTY,,8.9,11NOV21,17700.0,0.05,50,OI,FO,NSE,,1,50039,PE
338,33887,NIFTY,,325.5,11NOV21,17750.0,0.05,50,OI,FO,NSE,,1,50040,CE
339,33888,NIFTY,,12.35,11NOV21,17750.0,0.05,50,OI,FO,NSE,,1,50041,PE
340,33889,NIFTY,,274.65,11NOV21,17800.0,0.05,50,OI,FO,NSE,,1,50042,CE
341,33892,NIFTY,,17.3,11NOV21,17800.0,0.05,50,OI,FO,NSE,,1,50043,PE
342,33893,NIFTY,,233.0,11NOV21,17850.0,0.05,50,OI,FO,NSE,,1,50044,CE
343,33894,NIFTY,,23.45,11NOV21,17850.0,0.05,50,OI,FO,NSE,,1,50045,PE
344,33895,NIFTY,,190.3,11NOV21,17900.0,0.05,50,OI,FO,NSE,,1,50046,CE
345,33899,NIFTY,,32.95,11NOV21,17900.0,0.05,50,OI,FO,NSE,,1,50047,PE
346,33900,NIFTY,,151.0,11NOV21,17950.0,0.05,50,OI,FO,NSE,,1,50048,CE
347,33901,NIFTY,,43.7,11NOV21,17950.0,0.05,50,OI,FO,NSE,,1,50049,PE
348,33904,NIFTY,,117.8,11NOV21,18000.0,0.05,50,OI,FO,NSE,,1,50050,CE
349,33913,NIFTY,,60.2,11NOV21,18000.0,0.05,50,OI,FO,NSE,,1,50052,PE
350,33914,NIFTY,,89.2,11NOV21,18050.0,0.05,50,OI,FO,NSE,,1,50053,CE
351,33920,NIFTY,,80.4,11NOV21,18050.0,0.05,50,OI,FO,NSE,,1,50054,PE
352,33921,NIFTY,,64.6,11NOV21,18100.0,0.05,50,OI,FO,NSE,,1,50055,CE
353,33923,NIFTY,,105.4,11NOV21,18100.0,0.05,50,OI,FO,NSE,,1,50056,PE
354,33926,NIFTY,,43.85,11NOV21,18150.0,0.05,50,OI,FO,NSE,,1,50057,CE
355,33927,NIFTY,,134.0,11NOV21,18150.0,0.05,50,OI,FO,NSE,,1,50058,PE
356,33928,NIFTY,,28.35,11NOV21,18200.0,0.05,50,OI,FO,NSE,,1,50059,CE
357,33937,NIFTY,,169.35,11NOV21,18200.0,0.05,50,OI,FO,NSE,,1,50060,PE
358,33938,NIFTY,,17.95,11NOV21,18250.0,0.05,50,OI,FO,NSE,,1,50061,CE
359,33939,NIFTY,,207.2,11NOV21,18250.0,0.05,50,OI,FO,NSE,,1,50062,PE
360,33940,NIFTY,,11.0,11NOV21,18300.0,0.05,50,OI,FO,NSE,,1,50063,CE
361,33942,NIFTY,,253.3,11NOV21,18300.0,0.05,50,OI,FO,NSE,,1,50064,PE
362,33943,NIFTY,,6.65,11NOV21,18350.0,0.05,50,OI,FO,NSE,,1,50065,CE
363,33946,NIFTY,,291.6,11NOV21,18350.0,0.05,50,OI,FO,NSE,,1,50066,PE
364,33968,NIFTY,,4.5,11NOV21,18400.0,0.05,50,OI,FO,NSE,,1,50067,CE
365,33969,NIFTY,,338.95,11NOV21,18400.0,0.05,50,OI,FO,NSE,,1,50068,PE
366,33976,NIFTY,,3.4,11NOV21,18450.0,0.05,50,OI,FO,NSE,,1,50069,CE
367,33977,NIFTY,,390.1,11NOV21,18450.0,0.05,50,OI,FO,NSE,,1,50070,PE
368,33982,NIFTY,,3.05,11NOV21,18500.0,0.05,50,OI,FO,NSE,,1,50071,CE
369,33983,NIFTY,,437.6,11NOV21,18500.0,0.05,50,OI,FO,NSE,,1,50072,PE
370,33985,NIFTY,,2.65,11NOV21,18550.0,0.05,50,OI,FO,NSE,,1,50074,CE
371,33994,NIFTY,,490.45,11NOV21,18550.0,0.05,50,OI,FO,NSE,,1,50075,PE
372,34001,NIFTY,,2.4,11NOV21,18600.0,0.05,50,OI,FO,NSE,,1,50076,CE
373,34006,NIFTY,,550.3,11NOV21,18600.0,0.05,50,OI,FO,NSE,,1,50077,PE
374,34007,NIFTY,,2.2,11NOV21,18650.0,0.05,50,OI,FO,NSE,,1,50079,CE
375,34008,NIFTY,,635.25,11NOV21,18650.0,0.05,50,OI,FO,NSE,,1,50080,PE
376,34009,NIFTY,,2.0,11NOV21,18700.0,0.05,50,OI,FO,NSE,,1,50081,CE
377,34023,NIFTY,,669.1,11NOV21,18700.0,0.05,50,OI,FO,NSE,,1,50082,PE
378,34024,NIFTY,,1.9,11NOV21,18750.0,0.05,50,OI,FO,NSE,,1,50085,CE
379,34035,NIFTY,,750.35,11NOV21,18750.0,0.05,50,OI,FO,NSE,,1,50086,PE
380,34036,NIFTY,,1.75,11NOV21,18800.0,0.05,50,OI,FO,NSE,,1,50088,CE
381,34037,NIFTY,,747.85,11NOV21,18800.0,0.05,50,OI,FO,NSE,,1,50095,PE
382,34044,NIFTY,,1.7,11NOV21,18850.0,0.05,50,OI,FO,NSE,,1,50096,CE
383,34049,NIFTY,,773.5,11NOV21,18850.0,0.05,50,OI,FO,NSE,,1,50097,PE
384,2231,NIFTY,,1.6,11NOV21,18900.0,0.05,50,OI,FO,NSE,,1,43744,CE
385,2265,NIFTY,,844.85,11NOV21,18900.0,0.05,50,OI,FO,NSE,,1,43757,PE
386,26450,NIFTY,,1.6,11NOV21,18950.0,0.05,50,OI,FO,NSE,,1,50757,CE
387,26451,NIFTY,,1085.15,11NOV21,18950.0,0.05,50,OI,FO,NSE,,1,50766,PE
388,26462,NIFTY,,1.45,11NOV21,19000.0,0.05,50,OI,FO,NSE,,1,50767,CE
389,26465,NIFTY,,939.6,11NOV21,19000.0,0.05,50,OI,FO,NSE,,1,50768,PE
390,38849,NIFTY,,1.45,11NOV21,19050.0,0.05,50,OI,FO,NSE,,1,55791,CE
391,38850,NIFTY,,955.6,11NOV21,19050.0,0.05,50,OI,FO,NSE,,1,55794,PE
392,38851,NIFTY,,1.35,11NOV21,19100.0,0.05,50,OI,FO,NSE,,1,55796,CE
393,38852,NIFTY,,1232.15,11NOV21,19100.0,0.05,50,OI,FO,NSE,,1,55819,PE
394,38853,NIFTY,,1.4,11NOV21,19150.0,0.05,50,OI,FO,NSE,,1,55831,CE
395,38932,NIFTY,,1232.9,11NOV21,19150.0,0.05,50,OI,FO,NSE,,1,55832,PE
396,53574,NIFTY,,1.35,11NOV21,19200.0,0.05,50,OI,FO,NSE,,1,66980,CE
397,53590,NIFTY,,1135.0,11NOV21,19200.0,0.05,50,OI,FO,NSE,,1,66981,PE
398,53591,NIFTY,,1.35,11NOV21,19250.0,0.05,50,OI,FO,NSE,,1,66982,CE
399,53596,NIFTY,,1392.95,11NOV21,19250.0,0.05,50,OI,FO,NSE,,1,66983,PE
400,53597,NIFTY,,1.35,11NOV21,19300.0,0.05,50,OI,FO,NSE,,1,66984,CE
401,53608,NIFTY,,1389.35,11NOV21,19300.0,0.05,50,OI,FO,NSE,,1,66985,PE
402,58543,NIFTY,,1.35,11NOV21,19350.0,0.05,50,OI,FO,NSE,,1,36191,CE
403,58544,NIFTY,,1349.0,11NOV21,19350.0,0.05,50,OI,FO,NSE,,1,36192,PE
404,24451,NIFTY,,1.4,11NOV21,19400.0,0.05,50,OI,FO,NSE,,1,35019,CE
405,24452,NIFTY,,1547.05,11NOV21,19400.0,0.05,50,OI,FO,NSE,,1,35021,PE
406,23377,NIFTY,,1.3,11NOV21,19450.0,0.05,50,OI,FO,NSE,,1,45375,CE
407,23382,NIFTY,,1563.95,11NOV21,19450.0,0.05,50,OI,FO,NSE,,1,45377,PE
408,16797,NIFTY,,1.3,11NOV21,19500.0,0.05,50,OI,FO,NSE,,1,46781,CE
409,16798,NIFTY,,1462.2,11NOV21,19500.0,0.05,50,OI,FO,NSE,,1,46782,PE
410,31312,NIFTY,,1.25,11NOV21,19550.0,0.05,50,OI,FO,NSE,,1,48253,CE
411,31318,NIFTY,,1608.95,11NOV21,19550.0,0.05,50,OI,FO,NSE,,1,48255,PE
412,31319,NIFTY,,1.3,11NOV21,19600.0,0.05,50,OI,FO,NSE,,1,48256,CE
413,31320,NIFTY,,1718.45,11NOV21,19600.0,0.05,50,OI,FO,NSE,,1,48257,PE
414,31321,NIFTY,,1.35,11NOV21,19650.0,0.05,50,OI,FO,NSE,,1,48258,CE
415,31322,NIFTY,,1499.8,11NOV21,19650.0,0.05,50,OI,FO,NSE,,1,48259,PE
416,39677,NIFTY,,1.25,11NOV21,19700.0,0.05,50,OI,FO,NSE,,1,51077,CE
417,39678,NIFTY,,1793.8,11NOV21,19700.0,0.05,50,OI,FO,NSE,,1,51078,PE
418,39679,NIFTY,,1.2,11NOV21,19750.0,0.05,50,OI,FO,NSE,,1,51079,CE
419,39680,NIFTY,,1800.75,11NOV21,19750.0,0.05,50,OI,FO,NSE,,1,51080,PE
420,39681,NIFTY,,1.2,11NOV21,19800.0,0.05,50,OI,FO,NSE,,1,51081,CE
421,39682,NIFTY,,1713.1,11NOV21,19800.0,0.05,50,OI,FO,NSE,,1,51082,PE
422,39683,NIFTY,,1.2,11NOV21,19850.0,0.05,50,OI,FO,NSE,,1,51083,CE
423,39684,NIFTY,,1853.3,11NOV21,19850.0,0.05,50,OI,FO,NSE,,1,51084,PE
424,19051,NIFTY,,1.2,11NOV21,19900.0,0.05,50,OI,FO,NSE,,1,43017,CE
425,19052,NIFTY,,1731.25,11NOV21,19900.0,0.05,50,OI,FO,NSE,,1,43019,PE
426,19721,NIFTY,,1.3,11NOV21,19950.0,0.05,50,OI,FO,NSE,,1,43030,CE
427,20595,NIFTY,,1477.15,11NOV21,19950.0,0.05,50,OI,FO,NSE,,1,43031,PE
428,20596,NIFTY,,1.2,11NOV21,20000.0,0.05,50,OI,FO,NSE,,1,43032,CE
429,20598,NIFTY,,2154.4,11NOV21,20000.0,0.05,50,OI,FO,NSE,,1,43033,PE
430,13225,BANKNIFTY,,4696.2,18NOV21,32900.0,0.05,25,OI,FO,NSE,,1,63520,CE
431,13234,BANKNIFTY,,45.0,18NOV21,32900.0,0.05,25,OI,FO,NSE,,1,63521,PE
432,13238,BANKNIFTY,,4616.85,18NOV21,33000.0,0.05,25,OI,FO,NSE,,1,63522,CE
433,13246,BANKNIFTY,,5.45,18NOV21,33000.0,0.05,25,OI,FO,NSE,,1,63523,PE
434,48832,BANKNIFTY,,4735.15,18NOV21,33100.0,0.05,25,OI,FO,NSE,,1,46070,CE
435,48833,BANKNIFTY,,486.25,18NOV21,33100.0,0.05,25,OI,FO,NSE,,1,46071,PE
436,48838,BANKNIFTY,,4656.45,18NOV21,33200.0,0.05,25,OI,FO,NSE,,1,46077,CE
437,48853,BANKNIFTY,,506.95,18NOV21,33200.0,0.05,25,OI,FO,NSE,,1,46078,PE
438,48854,BANKNIFTY,,4578.4,18NOV21,33300.0,0.05,25,OI,FO,NSE,,1,46079,CE
439,48857,BANKNIFTY,,528.25,18NOV21,33300.0,0.05,25,OI,FO,NSE,,1,46080,PE
440,48859,BANKNIFTY,,4501.0,18NOV21,33400.0,0.05,25,OI,FO,NSE,,1,46081,CE
441,48868,BANKNIFTY,,550.25,18NOV21,33400.0,0.05,25,OI,FO,NSE,,1,46082,PE
442,48869,BANKNIFTY,,4424.25,18NOV21,33500.0,0.05,25,OI,FO,NSE,,1,46083,CE
443,48873,BANKNIFTY,,572.85,18NOV21,33500.0,0.05,25,OI,FO,NSE,,1,46086,PE
444,48874,BANKNIFTY,,4348.15,18NOV21,33600.0,0.05,25,OI,FO,NSE,,1,46087,CE
445,48875,BANKNIFTY,,596.15,18NOV21,33600.0,0.05,25,OI,FO,NSE,,1,46088,PE
446,34242,BANKNIFTY,,4753.85,18NOV21,33700.0,0.05,25,OI,FO,NSE,,1,52558,CE
447,34260,BANKNIFTY,,564.35,18NOV21,33700.0,0.05,25,OI,FO,NSE,,1,52559,PE
448,34261,BANKNIFTY,,4676.85,18NOV21,33800.0,0.05,25,OI,FO,NSE,,1,52560,CE
449,35063,BANKNIFTY,,586.7,18NOV21,33800.0,0.05,25,OI,FO,NSE,,1,52561,PE
450,35065,BANKNIFTY,,4600.5,18NOV21,33900.0,0.05,25,OI,FO,NSE,,1,52572,CE
451,38124,BANKNIFTY,,609.7,18NOV21,33900.0,0.05,25,OI,FO,NSE,,1,52575,PE
452,38125,BANKNIFTY,,4670.1,18NOV21,34000.0,0.05,25,OI,FO,NSE,,1,52580,CE
453,38126,BANKNIFTY,,6.55,18NOV21,34000.0,0.05,25,OI,FO,NSE,,1,52581,PE
454,38127,BANKNIFTY,,4449.65,18NOV21,34100.0,0.05,25,OI,FO,NSE,,1,52582,CE
455,38128,BANKNIFTY,,657.55,18NOV21,34100.0,0.05,25,OI,FO,NSE,,1,52583,PE
456,38129,BANKNIFTY,,4376.6,18NOV21,34200.0,0.05,25,OI,FO,NSE,,1,52592,CE
457,38130,BANKNIFTY,,683.8,18NOV21,34200.0,0.05,25,OI,FO,NSE,,1,52593,PE
458,38132,BANKNIFTY,,4302.7,18NOV21,34300.0,0.05,25,OI,FO,NSE,,1,52598,CE
459,38133,BANKNIFTY,,709.3,18NOV21,34300.0,0.05,25,OI,FO,NSE,,1,52599,PE
460,38140,BANKNIFTY,,4229.5,18NOV21,34400.0,0.05,25,OI,FO,NSE,,1,52604,CE
461,38141,BANKNIFTY,,735.4,18NOV21,34400.0,0.05,25,OI,FO,NSE,,1,52605,PE
462,38142,BANKNIFTY,,4156.95,18NOV21,34500.0,0.05,25,OI,FO,NSE,,1,52610,CE
463,38143,BANKNIFTY,,9.2,18NOV21,34500.0,0.05,25,OI,FO,NSE,,1,52611,PE
464,38144,BANKNIFTY,,4085.1,18NOV21,34600.0,0.05,25,OI,FO,NSE,,1,52616,CE
465,38146,BANKNIFTY,,789.7,18NOV21,34600.0,0.05,25,OI,FO,NSE,,1,52617,PE
466,38147,BANKNIFTY,,4013.9,18NOV21,34700.0,0.05,25,OI,FO,NSE,,1,52622,CE
467,38148,BANKNIFTY,,817.9,18NOV21,34700.0,0.05,25,OI,FO,NSE,,1,52623,PE
468,38152,BANKNIFTY,,3943.45,18NOV21,34800.0,0.05,25,OI,FO,NSE,,1,52624,CE
469,38153,BANKNIFTY,,846.75,18NOV21,34800.0,0.05,25,OI,FO,NSE,,1,52625,PE
470,38154,BANKNIFTY,,3872.15,18NOV21,34900.0,0.05,25,OI,FO,NSE,,1,52640,CE
471,38159,BANKNIFTY,,874.8,18NOV21,34900.0,0.05,25,OI,FO,NSE,,1,52641,PE
472,38160,BANKNIFTY,,4474.55,18NOV21,35000.0,0.05,25,OI,FO,NSE,,1,52649,CE
473,38161,BANKNIFTY,,8.55,18NOV21,35000.0,0.05,25,OI,FO,NSE,,1,52650,PE
474,38162,BANKNIFTY,,3734.95,18NOV21,35100.0,0.05,25,OI,FO,NSE,,1,52651,CE
475,38163,BANKNIFTY,,936.3,18NOV21,35100.0,0.05,25,OI,FO,NSE,,1,52653,PE
476,38164,BANKNIFTY,,3667.4,18NOV21,35200.0,0.05,25,OI,FO,NSE,,1,52668,CE
477,38166,BANKNIFTY,,968.1,18NOV21,35200.0,0.05,25,OI,FO,NSE,,1,52669,PE
478,38167,BANKNIFTY,,3600.6,18NOV21,35300.0,0.05,25,OI,FO,NSE,,1,52684,CE
479,38168,BANKNIFTY,,1000.6,18NOV21,35300.0,0.05,25,OI,FO,NSE,,1,52694,PE
480,38169,BANKNIFTY,,3534.5,18NOV21,35400.0,0.05,25,OI,FO,NSE,,1,52695,CE
481,38170,BANKNIFTY,,1033.9,18NOV21,35400.0,0.05,25,OI,FO,NSE,,1,52696,PE
482,38171,BANKNIFTY,,3469.15,18NOV21,35500.0,0.05,25,OI,FO,NSE,,1,52697,CE
483,38177,BANKNIFTY,,10.95,18NOV21,35500.0,0.05,25,OI,FO,NSE,,1,52698,PE
484,38178,BANKNIFTY,,3404.5,18NOV21,35600.0,0.05,25,OI,FO,NSE,,1,52719,CE
485,38186,BANKNIFTY,,1102.6,18NOV21,35600.0,0.05,25,OI,FO,NSE,,1,52726,PE
486,38189,BANKNIFTY,,3340.65,18NOV21,35700.0,0.05,25,OI,FO,NSE,,1,52727,CE
487,38190,BANKNIFTY,,1138.05,18NOV21,35700.0,0.05,25,OI,FO,NSE,,1,52728,PE
488,38191,BANKNIFTY,,3277.45,18NOV21,35800.0,0.05,25,OI,FO,NSE,,1,52729,CE
489,38192,BANKNIFTY,,1174.2,18NOV21,35800.0,0.05,25,OI,FO,NSE,,1,52730,PE
490,38193,BANKNIFTY,,3215.05,18NOV21,35900.0,0.05,25,OI,FO,NSE,,1,52731,CE
491,38195,BANKNIFTY,,1211.15,18NOV21,35900.0,0.05,25,OI,FO,NSE,,1,52732,PE
492,38202,BANKNIFTY,,3450.0,18NOV21,36000.0,0.05,25,OI,FO,NSE,,1,52733,CE
493,38203,BANKNIFTY,,13.0,18NOV21,36000.0,0.05,25,OI,FO,NSE,,1,52734,PE
494,38204,BANKNIFTY,,3092.5,18NOV21,36100.0,0.05,25,OI,FO,NSE,,1,52735,CE
495,38205,BANKNIFTY,,1287.25,18NOV21,36100.0,0.05,25,OI,FO,NSE,,1,52736,PE
496,38206,BANKNIFTY,,3032.3,18NOV21,36200.0,0.05,25,OI,FO,NSE,,1,52737,CE
497,38207,BANKNIFTY,,1326.45,18NOV21,36200.0,0.05,25,OI,FO,NSE,,1,52744,PE
498,38208,BANKNIFTY,,2972.9,18NOV21,36300.0,0.05,25,OI,FO,NSE,,1,52745,CE
499,38209,BANKNIFTY,,1366.35,18NOV21,36300.0,0.05,25,OI,FO,NSE,,1,52750,PE
500,38212,BANKNIFTY,,2914.2,18NOV21,36400.0,0.05,25,OI,FO,NSE,,1,52751,CE
